191.702	492.292
199.58	460.797
465.57	196.757
195.846	439.23
171.63	442.195
194.554	468.153
182.78	478.261
430.762	257.883
493.456	183.198
204.651	477.407
505.821	200.668
488.786	155.984
455.584	208.685
488.276	169.195
221.01	442.28
465.507	193.953
415.597	246.041
479.97	184.155
476.505	218.958
201.131	497.385
193.77	503.581
480.409	42.768
480.409	42.768
172.561	472.578
181.348	482.36
408.974	222.079
177.624	496.445
443.962	189.091
491.101	207.764
459.631	222.449
206.196	480.544
507.278	157.235
78.1881	440.654
481.143	196.509
478.732	230.6
443.006	165.774
468.28	205.368
476.408	208.312
508.693	198.655
455.339	201.417
151.174	479.661
495.965	177.946
197.91	521.667
185.778	466.162
162.865	497.248
452.299	220.236
183.594	488.518
425.243	175.209
202.458	464.048
466.669	210.354
453.816	199.699
446.005	186.921
502.185	192.804
457.03	191.428
187.781	467.766
503.074	238.739
446.384	196.323
486.574	200.17
171.769	464.979
509.716	170.888
484.225	228.251
189.074	491.225
478.955	165.234
232.089	466.759
187.417	471.47
480.386	177.65
216.118	466.447
492.575	202.488
416.217	218.456
192.984	493.835
452.31	219.836
467.172	184.371
456.055	204.942
460.708	205.682
192.835	467.609
493.144	190.294
170.233	487.795
492.81	193.169
467.79	232.232
187.083	478.072
166.082	480.649
459.098	196.192
479.742	153.838
465.468	199.734
476.713	186.488
194.139	477.994
150.622	454.85
471.911	5.33953
471.911	5.33953
454.33	191.416
481.113	206.82
77.1081	441.727
77.1081	441.727
199.325	484.835
183.888	477.357
195.836	448.916
190.711	477.467
444.874	200.297
489.077	222.914
413.394	182.239
197.423	477.98
186.716	472.628
188.049	456.422
227.418	425.81
464.153	200.092
193.888	500.825
451.161	177.721
215.967	440.314
474.794	163.94
487.145	181.017
156.672	495.397
477.744	213.299
148.504	446.616
223.584	494.881
450.201	196.872
500.235	179.405
464.434	188.162
502.707	191.637
454.144	225.019
201.331	493.178
464.042	175.158
495.956	138.395
480.69	197.053
491.917	204.704
443.326	152.717
464.728	165.146
195.569	491.473
467.346	214.596
439.456	209.807
166.333	484.616
179.319	479.83
181.414	463.778
445.213	199.95
50.6492	494.822
50.6492	494.822
184.984	459.852
435.576	152.338
201.785	507.951
494.743	177.074
450.612	201.918
491.612	179.163
379.683	287.577
480.944	175.222
447.973	232.417
459.487	209.155
512.17	170.383
444.936	213.831
469.289	189.327
461.372	219.798
170.533	479.069
193.209	463.165
471.817	195.19
172.841	495.621
464.879	224.215
208.644	423.442
151.363	527.491
133.708	490.048
455.647	180.835
485.975	174.06
226.17	483.71
446.51	200.685
446.407	169.022
190.301	502.517
458.369	217.353
434.91	194.272
187.966	502.09
183.687	489.69
167.405	451.094
471.511	203.578
460.45	179.729
208.669	518.4
200.823	432.593
187.666	512.363
502.375	176.515
452.809	174.559
203.679	466.406
173.428	476.911
176.458	469.246
495.285	189.571
485.441	221.264
163.537	517.255
169.66	443.285
457.061	181.06
449.349	181.132
191.529	463.631
445.879	207.72
208.678	499.703
420.047	204.806
519.42	215.548
467.277	164.288
214.312	446.492
200.206	478.027
212.679	458.399
188.563	455.241
448.157	179.438
