1	10000
2	10478.1
3	10059.8
4	10179.3
5	9900.4
6	8446.22
7	8466.14
8	7470.12
9	7410.36
10	6653.39
11	5677.29
12	5438.25
13	4741.04
14	4701.2
15	4063.75
16	3784.86
17	3884.46
18	3625.5
19	3207.17
20	2629.48
21	2928.29
22	2270.92
23	2350.6
24	2091.63
25	2390.44
26	1912.35
27	1713.15
28	1792.83
29	1374.5
30	1713.15
31	1494.02
32	1235.06
33	1175.3
34	1215.14
35	1195.22
36	1195.22
37	1095.62
38	936.255
39	1155.38
40	1135.46
41	756.972
42	756.972
43	756.972
44	836.653
45	816.733
46	657.371
47	458.167
48	637.45
49	677.291
50	478.088
51	836.653
52	677.291
53	756.972
54	737.052
55	677.291
56	418.327
57	398.406
58	537.849
59	517.928
60	398.406
61	418.327
62	278.884
63	378.486
64	378.486
65	478.088
66	298.805
67	159.363
68	478.088
69	498.008
70	597.61
71	338.645
72	278.884
73	358.566
74	278.884
75	258.964
76	278.884
77	159.363
78	199.203
79	219.124
80	318.725
81	258.964
82	258.964
83	219.124
84	378.486
85	338.645
86	298.805
87	239.044
88	298.805
89	199.203
90	179.283
91	318.725
92	239.044
93	239.044
94	378.486
95	179.283
96	219.124
97	219.124
98	298.805
99	199.203
100	199.203
101	159.363
102	438.247
103	199.203
104	219.124
105	139.442
106	59.761
107	278.884
108	219.124
109	159.363
110	139.442
111	159.363
112	119.522
113	119.522
114	179.283
115	179.283
116	179.283
117	79.6813
118	159.363
119	199.203
120	139.442
121	258.964
122	258.964
123	119.522
124	179.283
125	219.124
126	159.363
127	199.203
128	159.363
129	99.6016
130	199.203
131	99.6016
132	79.6813
133	99.6016
134	119.522
135	239.044
136	59.761
137	179.283
138	39.8406
139	99.6016
140	139.442
141	119.522
142	159.363
143	119.522
144	159.363
145	119.522
146	139.442
147	119.522
148	99.6016
149	159.363
150	139.442
151	159.363
152	99.6016
153	159.363
154	99.6016
155	119.522
156	99.6016
157	139.442
158	139.442
159	179.283
160	79.6813
161	79.6813
162	139.442
163	59.761
164	79.6813
165	99.6016
166	59.761
167	139.442
168	99.6016
169	119.522
170	99.6016
171	139.442
172	99.6016
173	179.283
174	219.124
175	39.8406
176	139.442
177	79.6813
178	179.283
179	99.6016
180	119.522
