0	0	0
-0.612372	0.612372	0.5
-0.790457	-0.463631	-0.400278
-0.0370289	-0.653979	0.755606
0.12135	-0.55215	0.824866
-0.663034	-0.0533694	-0.746684
0.710727	0.703411	0.00895985
-0.107257	-0.690962	0.71489
0.49195	-0.199917	0.84736
-0.686252	-0.0977492	-0.720766
-0.425554	-0.788341	0.444322
0.0207005	-0.619818	0.784472
0.674903	0.0755732	0.734026
0.556646	-0.115114	0.822735
-0.439682	0.261809	-0.859148
-0.652884	-0.748374	0.116951
0.783684	0.553502	0.281913
-0.510802	0.176232	-0.841441
-0.790561	-0.471482	-0.390791
-0.789905	-0.448021	-0.418721
-0.746545	-0.239819	-0.62061
-0.489762	0.202615	-0.847986
-0.703125	-0.711001	0.00964676
0.592566	-0.0631174	0.803045
-0.738278	-0.216769	-0.638715
-0.120904	-0.697558	0.706254
0.172606	-0.513634	0.840469
-0.514949	0.170915	-0.840009
0.725392	0.686704	0.0473829
-0.606907	0.0411515	-0.793707
0.79055	0.478769	0.381852
-0.637502	-0.00847161	-0.770402
-0.711678	-0.702414	-0.0113453
-0.400532	0.304958	-0.864046
0.535413	0.786579	-0.307614
-0.0769739	-0.675635	0.733207
0.381204	-0.325351	0.86535
0.0870331	0.680831	-0.727251
0.373479	0.781518	-0.499744
-0.785974	-0.539679	-0.301648
0.772124	0.327453	0.544608
-0.155124	0.527087	-0.835534
-0.229471	-0.742909	0.628831
0.130941	-0.545155	0.828046
0.752027	0.256149	0.607324
0.0598233	0.666536	-0.743068
0.52795	-0.153987	0.835199
-0.510422	0.176718	-0.84157
-0.710689	-0.149376	-0.687465
-0.593286	0.062033	-0.802598
0.729306	0.193469	0.656264
0.790366	0.459874	0.404768
0.31166	0.768232	-0.559185
0.570141	0.780218	-0.25729
-0.0626547	-0.668059	0.741466
0.659962	0.0477693	0.749779
0.790315	0.458153	0.406814
-0.410048	-0.786761	0.461376
0.577515	0.778417	-0.246054
-0.638304	-0.756136	0.144314
0.709459	0.704722	0.00580178
0.479944	0.790538	-0.380398
-0.767237	-0.307824	-0.562665
-0.318154	0.388088	-0.864966
-0.75343	-0.64363	-0.134477
-0.783968	-0.551943	-0.284171
-0.026167	-0.647809	0.761353
-0.411057	-0.786875	0.460282
0.76618	0.303826	0.566266
0.790118	0.452704	0.413247
-0.646564	-0.0239995	-0.762482
-0.27137	-0.75685	0.594589
0.510759	-0.176287	0.841456
-0.018639	0.621096	-0.783513
-0.692289	-0.109969	-0.713192
0.781605	0.373987	0.499227
0.466264	-0.230988	0.853957
0.270324	0.756528	-0.595475
0.681468	0.729482	-0.0588042
0.175183	-0.511623	0.841162
-0.152121	-0.711909	0.685598
-0.552895	-0.783795	0.282794
0.768606	0.609207	0.195223
0.77809	0.354923	0.518271
-0.108151	-0.6914	0.714331
0.662875	0.742373	-0.0973651
0.706138	0.139295	0.694238
-0.669826	-0.0659589	-0.739583
-0.612763	0.0319588	-0.78962
0.756826	0.6369	0.146878
-0.777336	-0.581637	-0.239682
-0.0761546	-0.675207	0.733686
0.183401	-0.505161	0.843313
0.518172	0.788563	-0.33116
-0.546771	-0.784863	0.291602
-0.483343	0.210476	-0.849752
-0.0701695	-0.672061	0.737164
0.78571	0.541443	0.299165
0.469225	-0.227473	0.853278
-0.648728	-0.750702	0.124893
-0.558071	0.113127	-0.822046
-0.385355	0.32102	-0.865129
-0.782043	-0.561864	-0.269663
-0.100856	0.566774	-0.817677
-0.466374	-0.790507	0.396981
0.418682	-0.285271	0.862163
-0.040967	0.607026	-0.793626
0.787094	0.413021	0.458145
0.74792	0.243827	0.617385
0.604605	0.770255	-0.202878
-0.39697	0.30876	-0.864339
-0.324964	0.381576	-0.865331
0.435716	-0.266298	0.859789
-0.598308	0.0544129	-0.799417
0.144277	-0.535268	0.832269
-0.787162	-0.530957	-0.313786
-0.750844	-0.252544	-0.610291
-0.0871628	0.576302	-0.812575
0.572765	0.779597	-0.253316
0.709091	0.7051	0.00488828
0.296719	-0.408187	0.863331
-0.666081	-0.0589797	-0.743544
-0.0484009	0.602229	-0.796855
-0.762103	-0.289072	-0.579342
-0.788104	-0.522771	-0.324965
-0.742816	-0.66217	-0.0987712
0.596061	-0.0578336	0.800854
0.643126	0.753692	-0.135415
-0.626601	0.00967915	-0.77928
0.664209	0.741525	-0.0946924
-0.212218	-0.736574	0.642201
-0.64453	-0.0204784	-0.764304
0.789057	0.512532	0.338674
0.781193	0.371599	0.501648
-0.00112015	0.631783	-0.775145
0.596265	-0.0575242	0.800724
-0.746182	-0.238768	-0.621452
0.721634	0.691275	0.0371821
0.411748	0.786953	-0.459531
0.773328	0.332633	0.53974
-0.194784	-0.729829	0.655294
-0.090973	-0.682838	0.724884
-0.160529	0.522962	-0.837103
0.502739	0.789744	-0.351508
-0.777285	-0.581827	-0.239386
0.724809	0.182344	0.664381
0.169552	-0.516008	0.839636
-0.509767	0.177553	-0.841791
0.705913	0.138802	0.694565
-0.72637	-0.186167	-0.661611
-0.122274	0.551481	-0.825178
-0.580186	-0.777723	0.241932
-0.679293	-0.0840347	-0.72904
0.276383	0.758377	-0.590319
0.729103	0.681964	0.057733
0.39218	0.784457	-0.480439
0.53113	-0.149784	0.833946
0.312109	0.768347	-0.558775
0.777451	0.581207	0.240349
0.0402044	-0.607515	0.79329
0.422773	-0.280759	0.861648
-0.672232	-0.0704928	-0.736977
-0.627518	-0.761195	0.16372
0.378264	-0.328403	0.865487
0.758863	0.278002	0.588932
-0.682422	-0.0901539	-0.725377
0.505482	-0.182995	0.843209
-0.479102	-0.790547	0.38144
-0.64904	-0.0283177	-0.760227
-0.535115	-0.786619	0.308028
-0.779002	-0.359606	-0.513653
0.0547783	-0.598069	0.799571
0.080527	-0.58085	0.810018
0.240946	0.746933	-0.619706
0.341818	0.775374	-0.530995
0.333157	-0.37366	0.86567
0.781339	0.565165	0.264758
-0.765849	-0.302589	-0.567376
0.67266	0.735888	-0.0774378
-0.533952	-0.786776	0.309645
0.58838	-0.0693911	0.805602
0.283461	0.76048	-0.584226
0.123267	0.69868	-0.704735
-0.736413	-0.671903	-0.0790081
-0.634115	-0.00277234	-0.773234
-0.571207	-0.779968	0.255679
0.496454	0.790073	-0.359608
0.786589	0.53534	0.307716
-0.14109	0.537648	-0.831281
-0.0499403	-0.661157	0.748584
-0.479712	-0.790541	0.380686
-0.362607	-0.77957	0.510673
-0.782867	-0.557791	-0.27566
0.149075	-0.531665	0.833732
-0.0185405	-0.643406	0.765301
0.157496	0.714276	-0.681913
0.590421	-0.0663395	0.804364
-0.155072	0.527126	-0.835518
0.0244053	-0.617511	0.786184
-0.0917212	0.573152	-0.8143
0.233619	-0.464039	0.854453
0.77925	0.574192	0.251143
-0.785127	-0.54516	-0.293898
0.212664	-0.481545	0.850228
0.307942	-0.397738	0.864278
0.124258	-0.55004	0.825843
-0.685875	-0.0969966	-0.721226
0.703097	0.132688	0.698605
-0.55486	0.117599	-0.82359
-0.100084	0.567316	-0.817395
0.26213	0.753956	-0.602361
-0.677652	-0.0808543	-0.730925
0.206506	0.734401	-0.646537
-0.626213	-0.76177	0.166024
-0.741722	-0.226165	-0.631425
-0.511688	0.1751	-0.84114
-0.630381	0.00344834	-0.776279
0.448765	-0.251424	0.857552
-0.788183	-0.522011	-0.325993
0.11777	-0.554736	0.823649
-0.479003	0.215744	-0.850888
-0.787087	-0.412956	-0.458216
-0.226322	0.470192	-0.853052
-0.187134	0.502201	-0.84426
-0.731285	-0.679067	-0.0639541
-0.448823	0.251357	-0.857542
0.27432	-0.428568	0.860859
0.652966	0.0352317	0.756567
0.313002	-0.392974	0.86464
0.0621237	0.667774	-0.741767
0.327777	0.772201	-0.544305
0.30977	-0.396021	0.864413
0.715793	0.16098	0.679504
-0.124158	-0.699102	0.70416
-0.051768	0.600037	-0.798295
-0.422199	-0.788033	0.448053
-0.498515	0.191756	-0.845406
0.7286	0.191698	0.657567
-0.67176	-0.0695995	-0.737492
0.59849	-0.054135	0.799299
-0.389207	-0.784025	0.483552
-0.383964	-0.783231	0.489
0.0695421	0.671729	-0.737525
-0.781678	-0.37442	-0.498788
-0.779246	-0.360888	-0.512382
0.790389	0.460729	0.403749
0.110739	0.692663	-0.712709
-0.573858	-0.779332	0.251653
-0.788565	-0.518152	-0.331186
-0.771168	-0.601957	-0.20724
0.191593	0.728557	-0.657645
0.789901	0.499945	0.355122
-0.680082	-0.0855705	-0.728125
0.588079	0.775534	-0.229585
0.176733	0.722489	-0.668412
0.124965	0.699483	-0.703638
0.0685298	-0.588957	0.805254
-0.788848	-0.431599	-0.437539
-0.624222	0.0135665	-0.781129
-0.548673	-0.784542	0.28888
0.447647	-0.252711	0.857759
-0.789138	-0.511527	-0.340003
0.199889	-0.491972	0.847353
0.696111	0.117874	0.708192
0.78246	0.55983	0.272665
-0.75091	-0.648349	-0.125611
-0.415652	0.288595	-0.862523
0.576508	-0.0868638	0.812461
-0.438573	0.263067	-0.859331
0.790253	0.492056	0.365215
-0.508573	-0.789361	0.343893
-0.765138	-0.618209	-0.179951
-0.754874	-0.640823	-0.139682
0.515142	0.788838	-0.335207
-0.40434	0.300872	-0.863704
0.121108	0.697655	-0.706123
-0.790446	-0.463111	-0.400902
0.363542	0.779744	-0.509741
-0.542097	0.135094	-0.829386
0.782764	0.558314	0.274893
-0.634423	-0.758019	0.151374
0.778267	0.578101	0.245152
-0.600822	0.0505644	-0.797782
-0.626978	0.00906043	-0.778984
0.444426	-0.256403	0.858337
-0.785114	-0.396897	-0.475467
-0.653421	-0.0360381	-0.756136
-0.704098	-0.134852	-0.697181
0.551143	0.784111	-0.285326
-0.300478	0.404706	-0.86367
-0.76187	-0.28826	-0.580052
0.0342364	-0.61132	0.790642
0.641242	0.0148303	0.767195
-0.422219	0.281372	-0.86172
-0.552229	0.121241	-0.824829
-0.185646	0.503383	-0.843885
0.137551	0.70534	-0.695396
0.0629021	0.668192	-0.741325
0.363857	0.779803	-0.509427
-0.0320776	-0.651181	0.758244
-0.259531	0.441686	-0.858812
0.437398	-0.264398	0.859521
-0.337403	0.369522	-0.865802
0.165326	0.717667	-0.676477
0.181597	-0.506586	0.842848
-0.389047	-0.784002	0.483719
0.607625	0.769182	-0.197866
0.748736	0.246232	0.615439
-0.314588	-0.768979	0.556513
-0.420057	-0.787826	0.450424
0.596276	-0.057507	0.800717
0.642892	0.753813	-0.13585
0.223013	-0.472962	0.852392
0.752501	0.645395	0.131178
0.0789664	-0.581913	0.809408
0.242651	-0.456337	0.856082
0.134471	-0.542557	0.829186
-0.789738	-0.502843	-0.351374
-0.246104	0.453367	-0.856674
-0.414448	-0.787249	0.456587
-0.361544	0.345517	-0.86597
0.754796	0.640977	0.139399
-0.260723	0.440639	-0.858989
0.0802717	0.67735	-0.731268
-0.410826	0.293859	-0.863058
0.578564	-0.0838701	0.811313
0.214393	-0.480119	0.8506
-0.643278	-0.0183199	-0.765414
0.375064	-0.33171	0.865618
-0.330302	0.376429	-0.865565
-0.775309	-0.341521	-0.53128
-0.583553	0.0765512	-0.808459
-0.501314	-0.789826	0.353353
-0.789198	-0.436282	-0.432233
0.748003	0.653533	0.115701
0.336163	0.774128	-0.536396
0.732636	0.201933	0.649975
-0.62966	-0.760233	0.159918
0.504694	-0.183991	0.843464
0.716878	0.163489	0.677759
-0.428262	-0.788576	0.441293
-0.0395007	-0.655366	0.754278
-0.673843	-0.735061	0.0749756
0.130627	-0.545386	0.827944
0.745454	0.236677	0.623123
0.744667	0.23443	0.624911
-0.161411	0.522286	-0.837355
-0.631546	0.00151418	-0.775337
0.615598	-0.0274598	0.787582
-0.354968	0.352138	-0.866024
0.229423	0.742892	-0.628869
-0.77999	-0.364872	-0.508413
0.413456	-0.290995	0.862772
0.211853	0.736436	-0.64248
-0.480056	0.21447	-0.850617
0.702908	0.132281	0.698872
0.790284	0.491165	0.366344
0.0849611	0.679769	-0.728488
0.0691518	0.671522	-0.73775
0.751599	0.647081	0.128008
0.21838	-0.476819	0.851442
-0.271691	-0.756949	0.594317
-0.226018	0.470447	-0.852992
-0.211886	0.482185	-0.85006
-0.530101	0.151147	-0.834355
-0.588808	0.0687524	-0.805344
-0.227341	-0.742146	0.630505
0.781852	0.375446	0.497744
0.0722225	-0.586477	0.806739
0.516638	-0.168739	0.839412
-0.784483	-0.392364	-0.480246
0.776762	0.583745	0.236395
-0.614324	-0.766675	0.186591
0.689819	0.72285	-0.0404544
0.0538642	0.663304	-0.746409
-0.601729	-0.771245	0.207614
-0.441638	-0.789551	0.426104
0.773833	0.334854	0.537638
0.212258	0.736588	-0.642171
0.289115	0.762115	-0.579304
0.581987	-0.0788568	0.809365
0.0711021	-0.587231	0.80629
0.730242	0.680463	0.0609659
-0.0326257	0.612341	-0.78992
-0.0283761	-0.649074	0.760196
0.779187	0.360578	0.512689
-0.207801	0.485536	-0.849161
-0.130279	0.545641	-0.82783
0.789844	0.500986	0.353778
-0.367095	-0.780395	0.506187
0.728956	0.19259	0.656911
0.00624972	0.636186	-0.771511
-0.291615	0.412887	-0.862835
0.285215	0.760991	-0.582705
0.776933	0.349198	0.523867
0.127569	0.700709	-0.70195
-0.395162	-0.784876	0.477301
-0.200093	0.491807	-0.847401
0.0435604	-0.605358	0.79476
-0.514791	-0.788868	0.335674
-0.780584	-0.568553	-0.259684
-0.568235	0.0987744	-0.816916
-0.708246	-0.70596	-0.00280052
0.153279	-0.528487	0.834989
0.299802	0.765096	-0.569866
0.664072	0.741612	-0.0949667
0.766361	0.615129	0.185221
-0.789837	-0.446683	-0.420276
-0.287518	0.416636	-0.862408
-0.55183	0.121792	-0.825015
-0.69336	-0.112172	-0.711807
0.186326	0.726434	-0.661495
0.790564	0.471973	0.390193
0.776987	0.349461	0.52361
-0.731483	-0.198979	-0.652181
0.567824	-0.099361	0.817131
0.615543	0.766199	-0.184515
0.760334	0.282964	0.584657
0.630197	0.759989	-0.158961
0.76336	0.622515	0.172499
0.748556	0.652567	0.117562
0.441734	-0.259476	0.858803
0.503611	0.789692	-0.350375
-0.62361	-0.762896	0.170589
-0.518366	-0.788544	0.3309
-0.55604	-0.783207	0.278222
-0.775518	-0.342484	-0.530355
0.761859	0.288221	0.580086
-0.722028	-0.175626	-0.669202
0.421641	0.78798	-0.448672
-0.593732	0.0613593	-0.80232
0.651539	0.0327077	0.75791
-0.650402	-0.030706	-0.758969
-0.0155841	-0.641683	0.766812
0.434658	0.789081	-0.434078
-0.0421296	0.606279	-0.794135
-0.109582	-0.692099	0.713435
-0.3635	0.343536	-0.865939
0.69449	0.114506	0.710332
0.671938	0.736389	-0.0789365
-0.121998	0.551681	-0.825085
-0.531396	-0.787106	0.31318
0.294278	0.763573	-0.574766
0.755609	0.267368	0.597971
0.445135	0.789754	-0.422071
0.551334	0.784077	-0.285051
0.72919	0.681851	0.0579788
0.0682538	-0.589142	0.805142
0.789842	0.501032	0.353718
-0.749979	-0.249937	-0.612424
0.519519	-0.16501	0.838374
-0.312478	0.393469	-0.864604
0.154858	0.713118	-0.683726
0.612647	-0.0321422	0.789703
-0.604776	0.0444647	-0.795154
-0.0450051	0.604427	-0.795388
-0.431439	0.271109	-0.860442
-0.743959	-0.232422	-0.626502
0.339362	-0.367604	0.865853
-0.387434	0.318841	-0.865006
-0.729284	-0.681727	-0.0582457
-0.138761	-0.705894	0.694593
-0.599702	0.0522817	-0.798514
0.643509	0.753493	-0.134702
-0.681855	-0.0890389	-0.726048
-0.606765	-0.769491	0.199298
-0.634072	-0.00270032	-0.773269
0.218807	0.739033	-0.637145
0.10298	-0.565279	0.818447
-0.664424	-0.0559219	-0.74526
0.34832	0.776752	-0.524719
0.738513	0.217402	0.638228
-0.730862	-0.197398	-0.653357
0.575368	0.778959	-0.249347
0.601908	-0.0488939	0.797067
0.733105	0.676584	0.0692239
-0.71512	-0.698712	-0.0200955
-0.523418	-0.788036	0.324089
-0.24055	0.458138	-0.855714
-0.0952399	-0.684993	0.722297
-0.583353	-0.77687	0.237009
0.0386772	0.654905	-0.754721
0.562551	-0.106838	0.819831
-0.389739	0.316417	-0.864861
-0.460167	0.238173	-0.855289
-0.436405	-0.789207	0.432092
0.139984	-0.538472	0.830935
0.526978	-0.155267	0.835576
0.220553	-0.475013	0.851891
